area,county,city_or_town,lat_area,long_area,population,median_household_income,income_per_capita,name,address,lat_venue,long_venue,categories,price_level,rating,user_ratings_total
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,River Inn Grill,16141 Main St,38.502164212865196,-122.99625181103586,Diner,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,The Farmhand,"Guerneville, CA 95446",38.514211,-122.983388,Coffee Shop,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Korbel Delicatessen,13250 River Rd,38.508763111034405,-122.9656313416104,Deli / Bodega,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Porter Bass Vineyard,11750 Mays Canyon Rd (near Hwy 116),38.486579,-122.97126999999999,Winery,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,chile pies,16290 Main St,38.50212940403889,-122.99871010172208,Pie Shop,2.0,4.1,1140.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Union Hotel Restaurant,3731 Main St,38.408096444435884,-122.94732075759376,Italian Restaurant,2.0,4.3,424.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Howard's Cafe,3611 Bohemian Hwy,38.40681647614808,-122.94752247605498,American Restaurant,2.0,4.5,701.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Blue Heron,25300 Steelhead Blvd (Hwy 116),38.45305421677479,-123.05265225197962,Pub,2.0,4.2,222.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Russian River Pub,11829 River Rd,38.50419502374902,-122.94111679083827,Burger Joint,2.0,4.5,508.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Armstrong Redwoods State Natural Reserve,17000 Armstrong Woods Rd,38.532488829558005,-123.00197294877285,State / Provincial Park,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Casini Ranch Campground,22855 Moscow Road,38.462328192579996,-123.04849039867639,Campground,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Boon hotel,14711 Armstrong Woods Rd,38.51178449502178,-122.9952154178499,Hotel,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Highland Dell,21050 River Blvd (Bohemian Highway),38.46627522036662,-123.00823740001644,German Restaurant,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Barley & Hops Tavern,3688 Bohemian Hwy (at Coleman Valley Rd),38.4069700050198,-122.94798303302686,Pub,2.0,4.5,162.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Stumptown Brewery,15045 River Rd,38.51379623881974,-122.98328241654536,Brewery,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Highlands Resort,14000 Woodland Dr. (at Buttner Rd.),38.50465673730148,-122.99614153180286,Bed & Breakfast,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Hazel,3782 Bohemian Hey,38.408739,-122.948264,New American Restaurant,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Garden Grill,17132 Hwy 116,38.49608470948587,-123.00768480911931,American Restaurant,2.0,4.0,685.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Goat Rock State Park,Goat Rock Rd,38.44553572893284,-123.08436007110673,State / Provincial Park,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Coffee Bazaar,14045 Armstrong Woods Rd (btwn Main & 3rd),38.50263855973311,-122.99730483875692,Café,1.0,4.4,337.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Gold Coast Coffee & Bakery,"Duncans Mills, CA 95430",38.45288148921312,-123.05304645803909,Bakery,1.0,4.7,286.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Inn At Occidental,"Sebastopol, CA 95472",38.40726266657874,-122.946471683697,Bed & Breakfast,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Cape Fear Cafe,25191 Main St,38.45397165511112,-123.05412281336926,Breakfast Spot,2.0,4.4,402.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Iron Horse Vineyards,9786 Ross Station Rd (Hwy 116),38.456079562449304,-122.89859609726072,Vineyard,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Pat's Restaurant,"Guerneville, CA 95446",38.502189852925966,-122.99828344251127,American Restaurant,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Steelhead Beach,River Road (Trenton Road),38.4983363717116,-122.89970233235479,Beach,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Grove of the Old Trees,Fitzpatrick Lane,38.3980477152517,-122.99589157104492,Trail,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,West Sonoma Inn & Spa,14100 Brookside Ln.,38.50359505343169,-123.00180247487734,Hotel,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Colonel Armstrong Tree,"Guerneville, CA",38.53732300802159,-123.0072926643307,Outdoors & Recreation,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Nightingale Breads,6665 Front St (Second Street),38.473822,-122.89273899999999,Bakery,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Backyard,6566 Front St,38.47352868760195,-122.8919565033551,American Restaurant,0.0,0.0,0.0
Cotati,Sonoma,City,38.463088,-122.989975,7410,82182,37481,Cottages On River Road,14880 River Rd,38.51559411835573,-122.98334306406886,Hotel,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Coyote Valley Sporting Clays,1000 San Bruno Ave,37.15419095868445,-121.70831521847774,Gun Range,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Calero County Park,"San Jose, CA",37.17510678662855,-121.76160944844206,Trail,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,In-N-Out Burger,895 Cochrane Rd,37.15243157502991,-121.65477877506437,Fast Food Restaurant,1.0,4.6,2484.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Mod Pizza,1031 Cochrane Road,37.15461478,-121.65078991,Pizza Place,1.0,4.5,431.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Peet's Coffee & Tea,"755 Cochrane Rd. Suite 100,",37.150863,-121.656328,Coffee Shop,1.0,4.3,45.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Five Guys,"775 Cochrane Road, Suite C-100",37.1513512,-121.6562268,Burger Joint,2.0,4.4,778.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Massage Envy - Morgan Hill,1049 Cochrane Rd Suite 150,37.15642386230759,-121.65181183680534,Spa,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Santa Teresa Golf Course,260 Bernal Rd (Santa Teresa Blvd.),37.219602293872924,-121.77702326001011,Golf Course,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Cinnabar Hills Golf Club,23600 McKean Rd,37.16951205520379,-121.75082099858056,Golf Course,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Trail Dust BBQ,17240 Monterey St,37.12762233503184,-121.6519027161303,BBQ Joint,2.0,4.5,1155.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Jonty's Vietnamese Eatery,17300 Depot St (at E 3rd St),37.12921887907052,-121.65032632202342,Vietnamese Restaurant,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Tortilla House Taqueria,"Morgan Hill, CA 95037",37.14996430714172,-121.65636500628258,Mexican Restaurant,1.0,3.9,143.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Simmering Pho Café,213 W Main Ave (Hale Ave),37.12848630585517,-121.65910397470199,Vietnamese Restaurant,1.0,4.7,122.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Trader Joe's,17035 Laurel Rd,37.13124367555373,-121.6383637446971,Grocery Store,2.0,4.6,1038.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Starbucks,18585 Monterey St,37.14395326,-121.664326,Coffee Shop,2.0,4.2,288.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Morgan Hill Farmers Market,Downtown Train Station 3rd St. & Depot St.,37.12913626717085,-121.65043210735098,Farmers Market,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Chipotle Mexican Grill,775 Cochrane Rd Ste 140 (Cochrane Rd. & Madrone Pkwy.),37.15120417259024,-121.65604422441993,Mexican Restaurant,1.0,4.2,273.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Creasian,207 W Main Ave (Hale Ave),37.128150538356714,-121.65866850063236,Sushi Restaurant,2.0,4.3,238.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Jamba Juice,125 Bernal Rd. B-40 (btwn San Ignacio & Via Del Oro),37.232273,-121.775014,Juice Bar,1.0,4.1,102.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,AKA HQ,"San Jose, CA 95119",37.22895196587365,-121.77633894739341,Gym,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Coyote Creek Trailhead,"Morgan Hill, CA 95037",37.16640064832722,-121.64934621605052,Trail,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,The Running Shop and Hops,17500 Depot St,37.130781333825,-121.65221926133644,Brewery,2.0,4.7,484.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Siam Thai Restaurant,17120 Monterey St (5th St),37.12676694473356,-121.65104377863645,Thai Restaurant,2.0,4.3,256.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Red Robin Gourmet Burgers and Brews,1045 Cochrane Rd,37.15616514,-121.6513845,Restaurant,2.0,3.9,741.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Costco,6898 Raleigh Rd (at Great Oaks),37.244583,-121.786994,Warehouse Store,2.0,4.5,2413.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,DICK'S Sporting Goods,1007 Cochrane Road,37.15466961193631,-121.65189668072601,Sporting Goods Shop,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Golden Eagle Gas & Food Mart,16995 Monterey St (at W Dunne Ave),37.12487736101998,-121.65022854538735,Gas Station,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Baskin-Robbins,230 Cochrane Plz (at Sutter Blvd.),37.1500014970418,-121.65635483402664,Ice Cream Shop,1.0,4.4,194.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Rancho Cañada Del Oro OSP,Casa Loma Road,37.147283050834105,-121.77504755814347,Nature Preserve,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Hobby Lobby,990 Cochrane Plaza,37.151238,-121.65257,Fabric Shop,2.0,4.5,939.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Nick The Greek,125 Bernal Rd (San Ignacio),37.23230261331867,-121.77462610765173,Greek Restaurant,1.0,4.2,117.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Bubbles & Brew,17105 Monterey St (Fifth St),37.12643570537313,-121.65147343901603,Wine Bar,2.0,4.5,178.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Forbes Grill,18599 Sutter Blvd,37.149288,-121.657424,American Restaurant,4.0,4.6,511.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,California Sports Center - Gymnastics,100 Great Oaks Blvd #150,37.23264003646205,-121.77861440957723,Gymnastics Gym,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Starbucks,125 Bernal Rd,37.23220937,-121.7750395,Coffee Shop,2.0,4.2,288.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Spina Farms Pumpkin Patch,Santa Teresa Blvd (at Bailey Ave),37.200163837229,-121.73508886828311,Farm,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Coffee Guys,50 E. 3rd Street,37.128300806697176,-121.65182722513354,Coffee Shop,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Residence Inn San Jose South/Morgan Hill,18620 Madrone Pkwy,37.15331564026577,-121.65530741214752,Hotel,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Ladera Grill,17301-17399 Monterey Rd.,37.12815742738225,-121.65263348376324,Food,3.0,4.5,765.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Coyote Creek Golf Club,1 Coyote Creek Golf Dr,37.192719164254356,-121.70134523085328,Golf Course,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,CVS pharmacy,850 E Dunne Ave,37.1294051218623,-121.63830801274982,Pharmacy,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Rosy's at the Beach,17320 Monterey St,37.12834802470702,-121.65252611815785,Seafood Restaurant,2.0,4.3,569.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Regal Bagel,125 Bernal Rd,37.23206593404294,-121.77509209917271,Bagel Shop,1.0,4.7,211.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Betto's Bistro,17385 Monterey St,37.1285459595512,-121.65312718667207,Italian Restaurant,2.0,4.4,388.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Basking Ridge,California,37.24350359977078,-121.76444557255944,Park,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,7-Eleven,295 W Main Ave,37.1277092488897,-121.660106554627,Convenience Store,1.0,3.6,17.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Noah's Bar & Bistro,17500 Monterey St (First Street),37.12981139363347,-121.65367745715523,American Restaurant,2.0,4.5,333.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Maurizio's,25 E 1st St,37.129936114567656,-121.65346599944519,Italian Restaurant,2.0,4.6,379.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Starbucks,7026 Santa Teresa Blvd (at Bernal Rd),37.22679472690526,-121.77573658726729,Coffee Shop,2.0,4.2,288.0
Cupertino,Santa Clara,City,37.189396,-121.705327,59276,171917,72507,Odeum,17500 Depot St Ste 180,37.13039131237474,-121.65171328073242,Mediterranean Restaurant,2.0,4.4,1151.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Apple Fitness Center Results Way,16 Results Way (at Bubb),37.31749019319874,-122.0511286659538,Gym,3.0,4.6,45.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Shane Co.,21255 Stevens Creek Blvd,37.3232492,-122.0465374,Jewelry Store,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Whole Foods Market,20955 Stevens Creek Blvd (at N Stelling Rd),37.323478449471224,-122.03975853924881,Grocery Store,3.0,4.2,909.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Ike's Sandwiches,"21000 Stevens Creek Blvd, Ste 100 (at Stelling Rd.)",37.3228007812701,-122.04121961756763,Sandwich Place,2.0,4.3,245.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Paul & Eddie's Monta Vista Inn,21619 Stevens Creek Blvd,37.32322484419519,-122.05159622537506,Dive Bar,1.0,4.5,190.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Fujitsu Planetarium De Anza College,21250 Stevens Creek Blvd,37.31883737280112,-122.04621735376662,Planetarium,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Thai Square,21267 Stevens Creek Blvd,37.323326831513455,-122.04781102188383,Thai Restaurant,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Blackberry Farm,21979 San Fernando Ave (at Byrne Ave),37.31798222850823,-122.06115245819093,Park,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Cupertino Memorial Park,Stevens Creek Blvd. (at Anton Way),37.32439693016019,-122.04474326361021,Park,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Dish n Dash,20750 Stevens Creek Blvd (at S Stelling Rd),37.32283419160609,-122.03682994556337,Middle Eastern Restaurant,2.0,4.5,571.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Philz Coffee,20686 Stevens Creek Blvd (at S De Anza Blvd),37.32255780504635,-122.0346884523186,Coffee Shop,2.0,4.6,2107.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Afuri Ramen,20803 Stevens Creek Blvd (Saich Way),37.323412,-122.037513,Ramen Restaurant,2.0,4.2,202.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Cupertino Sports Center,21111 Stevens Creek Blvd,37.32333947304076,-122.04317741007493,Gym,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,HomeGoods,20730 Stevens Creek Blvd,37.3219534,-122.035991,Furniture / Home Store,1.0,4.4,228.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Yiassoo,10660 S De Anza Blvd (at Bollinger Rd.),37.31343428748427,-122.03205558380206,Greek Restaurant,1.0,4.5,563.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Sushi Kuni,10211 S De Anza Blvd,37.319930689015216,-122.03282924546733,Sushi Restaurant,2.0,4.3,317.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Bitter+Sweet,20560 Town Center Ln (at De Anza Blvd),37.3184557646914,-122.03154367084807,Coffee Shop,2.0,4.3,415.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Chaat House,"Cupertino, CA",37.32343444240142,-122.04789455944919,Chaat Place,1.0,4.0,296.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,McClellan Ranch Park,"Cupertino, CA 95014",37.31331369303095,-122.06321767062633,Park,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,The City Fish,21678 Stevens Creek Blvd,37.32276350739341,-122.0536843826711,Fish & Chips Shop,1.0,4.5,642.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Apple Fitness Center,10627 Bandley Dr (at Valley Green Dr.),37.33169681956762,-122.03503807467818,Gym,3.0,4.6,45.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Aqui Cal-Mex,10630 S De Anza Blvd (btwn Silverado Ave. & Bollinger Rd.),37.3138785736776,-122.03188862388336,Mexican Restaurant,2.0,4.5,2028.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,AJITO Izakaya,7335 Bollinger Rd (at S De Anza Blvd),37.31246879376014,-122.03317559575015,Japanese Restaurant,2.0,4.4,248.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Kee Wah Bakery,10370 S De Anza Blvd,37.31785655558167,-122.03210525127905,Bakery,1.0,4.3,184.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Cupertino Taproom,20955 Stevens Creek Blvd (Stelling Rd),37.32332981132357,-122.03987796410546,Pub,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Happy Lemon Premier,20488 Stevens Creek Blvd Ste 2040 (at S De Anza Blvd),37.32231604568475,-122.03169438949209,Bubble Tea Shop,1.0,4.4,255.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Starbucks,"Cupertino, CA 95014",37.32306466019112,-122.05477336806689,Coffee Shop,2.0,4.2,288.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Jollyman Park,Stelling Rd (at Jollyman Ln),37.310214702036916,-122.04088593981382,Dog Run,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Sizzling Lunch,10033 Saich Way,37.32380091113414,-122.03745567871053,Asian Restaurant,2.0,4.4,260.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,East West Yoga,20670 Stevens Creek Blvd,37.32198123273918,-122.035232642908,Yoga Studio,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Trader Joe's,7250 Bollinger Rd (at S De Anza Blvd),37.31194767326468,-122.03111513344042,Grocery Store,2.0,4.6,1038.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Peet's Coffee & Tea,"20807 Stevens Creek Blvd., Suite 200,",37.323146,-122.038319,Coffee Shop,1.0,4.3,45.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Go Fish Poke Bar,1183 S De Anza Blvd Ste 40,37.30401890936702,-122.03288931923953,Sushi Restaurant,2.0,4.4,394.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Sutton Swim,10455 Bandley Dr Ste 200 (at De Anza),37.3281868388446,-122.03513152070764,Pool,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,House of Bagels,1681 Hollenbeck Ave (at W Homestead Rd),37.33783960332203,-122.04287539547343,Bagel Shop,1.0,4.6,191.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Apple Infinite Loop,1 Infinite Loop,37.33167558501772,-122.030189037323,Electronics Store,3.0,4.3,3289.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Happy Feet,1045 S. De Anza Blvd,37.308559574461746,-122.03275612472859,Massage Studio,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Holder's Country Inn,998 S De Anza Blvd (near Bollinger Rd),37.31080462011029,-122.03183391419122,Breakfast Spot,2.0,4.5,893.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Bento Express,1677 Hollenbeck Ave,37.338049873316805,-122.04287410005378,Taiwanese Restaurant,1.0,4.6,323.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,85C Bakery Cafe,"1183 S. De Anza Blvd., Ste. 10",37.304041,-122.032565,Bakery,1.0,4.2,581.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Mary Avenue Dog Park,Mary Avenue (Villa Real),37.327731953565,-122.05073155728263,Dog Run,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Taiwan Porridge Kingdom,20956 Homestead Rd Ste A1,37.336678252976746,-122.04040822798082,Taiwanese Restaurant,1.0,4.4,757.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Tea Era,20916 Homestead Rd Ste F,37.3372191755005,-122.04034685325902,Bubble Tea Shop,1.0,4.3,652.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Marukai Market,19750 Stevens Creek Blvd (at Portal Ave),37.321946157746474,-122.01849531418817,Supermarket,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Pho Hà Noi,10100 S De Anza Blvd (Cali Avenue),37.321579,-122.031907,Vietnamese Restaurant,2.0,4.3,283.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Hmart (H Mart),1179 S De Anza Blvd,37.30429573846005,-122.03336600691472,Supermarket,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Galpao Gaucho,19780 Stevens Creek Blvd,37.3224212,-122.0193825,Brazilian Restaurant,3.0,4.6,920.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Sprouts Farmers Market,20558 Stevens Creek Blvd,37.3219836,-122.0335207,Grocery Store,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Linda Vista Park,Linda Vista Park (at Linda Vista Drive),37.30777853771712,-122.06052634079708,Park,0.0,0.0,0.0
Cupertino,Santa Clara,City,37.317909,-122.04779,59276,171917,72507,Pizza My Heart,20530 Stevens Creek Blvd (at S De Anza Blvd),37.32203780282221,-122.03287280642789,Pizza Place,1.0,4.3,271.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,El Corte de Madera Open Space Preserve,15010 Skyline Blvd.,37.40582700491745,-122.30443179412894,Park,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Alice's Restaurant,17288 Skyline Blvd (at The Four Corners),37.38665201513169,-122.26517692379134,American Restaurant,2.0,4.6,3105.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Long Branch Saloon And Farm,321 Verde Rd (at Lucy Ln),37.38363301683047,-122.3996432142966,Farm,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Wunderlich County Park,4040 Woodside Rd,37.41090088894307,-122.26118537656832,Park,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Top of Kings Mountain Rd,Skyline (at Kings Mountain Rd),37.425011477378014,-122.31402132942956,Rest Area,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Purisima Creek Redwoods Open Space Preserve,3690 Higgins Canyon Rd (Purisima Creek Rd),37.45010190955934,-122.33874256984093,Trail,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,King's Mountain Art Fair,13899 Skyline Blvd,37.43580441629656,-122.31999744939174,Art Gallery,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Purisma Creek Redwoods Open Space Preserve - North Ridge Trailhead,Skyline Boulevard,37.45012880323445,-122.33875066123863,Other Great Outdoors,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Old La Honda Summit,Old La Honda Rd (at Skyline Blvd),37.37203139059648,-122.25261634118077,Scenic Lookout,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Martin's Beach,25 Martin's Beach Rd,37.37508536067294,-122.40839123725891,Beach,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Huddart Park,1100 Kings Mountain Rd,37.43999240074125,-122.29423839900966,Trail,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Skywood Trading Post,17287 Skyline Blvd (La Honda),37.38657364613999,-122.26422828249824,Grocery Store,0.0,0.0,0.0
Daly City,San Mateo,City,37.381144,-122.334825,106280,94550,36654,Tunitas Beach,20167 Cabrillo Hwy,37.35658170883957,-122.39978671073912,Beach,0.0,0.0,0.0
